Image,Name,Variation,Series,Category,Stem Color,Patent Number,Country of Origin,IMC,Feet,Release Country,Year Introduced,Year Purchased,Duplicates,Notes,Id,pezdb
https://lh4.googleusercontent.com/-1i7vsy-GzX8/UpFbCc6GJ4I/AAAAAAAABxM/nxjGgFp-Jx4/w451-h602-no/DSCF0032.JPG,Dash,Unmasked,Incredibles,Disney,Lavender,5.9,Slovenia,5,Yes,Europe,2004,,,,579,pezdb
https://lh4.googleusercontent.com/-fOUTtk85XG8/Uo7i_KtWX2I/AAAAAAAABXw/4otUKVhsoB0/w451-h602-no/DSCF0112.JPG,Darth Vader,,Star Wars,Movies,Black,5.9,Hungary,1,Yes,USA,1997,,1 Loose (4.9 Slovenia stem),,580,pezdb
https://lh4.googleusercontent.com/-uQXGKnDh4y8/Uo7jftYwkqI/AAAAAAAABac/iDRXDS-o3cM/w451-h602-no/DSCF0134.JPG,Darth Maul,,Star Wars,Movies,Black,5.9,China,6,Yes,USA,2012,2012,,,581,pezdb
https://lh3.googleusercontent.com/-tLH6qMK1kQI/Uo7hvwrejDI/AAAAAAAABN4/BexwNtusa9Q/w451-h602-no/DSCF0032.JPG,Darby,,Winnie the Pooh,Disney,Green,5.9,China,6,Yes,USA,2008,,,,582,pezdb
https://lh4.googleusercontent.com/-0aGAnv4Pf9M/Uo2v-KW3D0I/AAAAAAAAAyA/6APLkZfUPJU/w451-h602-no/DSCF0052.JPG,Dalmation,,Disney Animal Friends,Disney,Medium Blue,5.9,Not Listed,6,Yes,USA,2009,,,,583,pezdb
https://lh3.googleusercontent.com/-QvTUyszdGgg/UouW993I5OI/AAAAAAAAAH4/EQ7iwjAvQ70/w401-h534-no/DSCF0011.JPG,Daisy Duck,Printed stem,2012 Valentine Gift Set,Disney,Purple,7.5,China,6,Yes,USA,2012,2012,,,584,pezdb
https://lh3.googleusercontent.com/-XMKHRR2YhTE/Uo7iZkRjX5I/AAAAAAAABTg/n9D-MEZn3XA/w451-h602-no/DSCF0078.JPG,Daisy Duck,,Classic Mickey Mouse and Friends,Disney,Purple,4.9,Hungary,1,Yes,USA,1997,,,,585,pezdb
https://lh4.googleusercontent.com/-6jCV8sJryqY/Uo7kRhRIXQI/AAAAAAAABg4/1pDg9p2T6Ok/w451-h602-no/DSCF0185.JPG,Daisy Duck,,Mickey Mouse Clubhouse,Disney,Purple,7.5,China,6,Yes,USA,2009,2013,,,586,pezdb
https://lh5.googleusercontent.com/-CmpRsP4yTkE/Uo7jnMfzB_I/AAAAAAAABbc/TQ0PZf01Ogg/w451-h602-no/DSCF0142.JPG,Daffy Duck Back in Action,Printed stem,Looney Tunes,Cartoons,Black,4.9,Hungary,1,Yes,USA,2004,,,,587,pezdb
https://lh6.googleusercontent.com/-J9Eca3HA624/Uo7jt4M5X1I/AAAAAAAABcQ/_vdQ47xujoY/w451-h602-no/DSCF0149.JPG,Daffy Duck,,Looney Tunes,Cartoons,Medium Blue,4.9,Hungary,1,Yes,USA,1996,,,,588,pezdb
https://lh5.googleusercontent.com/-1u9jSBflECQ/Uo7j4FtvyMI/AAAAAAAABdc/z1MFsGLldVY/w451-h602-no/DSCF0157.JPG,Daffy Duck,Older style head,Looney Tunes,Cartoons,Medium Blue,4.9,China,6,Yes,USA,1978,,1 Loose,,589,pezdb
https://lh5.googleusercontent.com/-iqbcAuECkpM/Uo2wZeR7tcI/AAAAAAAAA1E/aNhvN_4nGBI/w451-h602-no/DSCF0076.JPG,Crying Face,Blue head,Funky Faces,Pez Originals,Orange,4.9,Hungary,1,Yes,USA,2003,,,,590,pezdb
https://lh3.googleusercontent.com/--L7aP-SpyXM/UovYsVx46PI/AAAAAAAAAMo/4Tv9VrZsMDA/w435-h580-no/DSCF0016.JPG,Cowardly Lion,,Wizard of Oz,Movies,Brown,5.9,China,6,Yes,USA,2009,2009,,,591,pezdb
https://lh6.googleusercontent.com/-O1ploJXYKh8/UoxWcaomtVI/AAAAAAAAAbw/LjfvJ0J61ds/w435-h580-no/DSCF0042.JPG,Cookie Monster,,Sesame Street,Television,Medium Blue,4.9,Hungary,1,Yes,USA,2005,,2 Loose,,592,pezdb
https://lh3.googleusercontent.com/-u0WJAu4BCpM/Uo7inEj1jGI/AAAAAAAABVM/MC-yeF1SCz8/w451-h602-no/DSCF0092.JPG,Contemporary Mickey Mouse,Full body,Mickey Mouse 80th Anniversay,Disney,Blue,5.9,Not Listed,6,Yes,Europe,2007,,,,593,pezdb
https://lh3.googleusercontent.com/-PMTUAR3y7Vo/UovZASxQp6I/AAAAAAAAAPM/pb6CjtI4mSE/w435-h580-no/DSCF0036.JPG,Construction Worker,Caucasian,Emergency Heroes,People,Purple,5.9,Slovenia,5,Yes,USA,2003,,,,594,pezdb
https://lh4.googleusercontent.com/-a5GidUeglpo/UovY_QNBLrI/AAAAAAAAAPA/g1FggDNfkW8/w435-h580-no/DSCF0037.JPG,Construction Worker,African American,Emergency Heroes,People,Purple,5.9,Slovenia,5,Yes,USA,2003,,,,595,pezdb
https://lh5.googleusercontent.com/-xJa5QErzMTI/Uo2xolUO1mI/AAAAAAAAA-8/Zm_vSx5PHCI/w451-h602-no/DSCF0160.JPG,Coach Whistle,Yellow and Orange,Coach Whistles,Whistles,Lavender,4.9,China,6,Yes,USA,1979,,,"Stars on sides, ring, mouthpiece in back",596,pezdb
https://lh3.googleusercontent.com/-q_Zo7a3vsLs/Uqy8FO5oINI/AAAAAAAACbM/MZv7_sJcUYY/w404-h539-no/DSCF0040.JPG,Coach Whistle,Red and White,Coach Whistles,Whistles,Medium Blue,4.9,China,6,Yes,USA,1979,2013,1 Loose with significant cracking on stem front/top,"Stars on sides, ring, mouthpiece in back",597,pezdb
https://lh5.googleusercontent.com/-zRhGqs9NDCA/Uo2xq_3FkwI/AAAAAAAAA_U/9klHXdfWVh0/w451-h602-no/DSCF0162.JPG,Coach Whistle,Yellow and Green,Coach Whistles,Whistles,Red,4.9,China,6,Yes,USA,1979,,,"Stars on sides, ring, mouthpiece in back",598,pezdb
https://lh6.googleusercontent.com/-Ki2FR70A70U/Uo2xrGe96NI/AAAAAAAAA_Y/24lyqpvn7Qg/w451-h602-no/DSCF0163.JPG,Coach Whistle,"Remake, dark blue",Coach Whistles,Whistles,Light Blue,5.9,Hungary,1,Yes,USA,2006,,,"Pez on sides, mouthpiece in front",599,pezdb
https://lh3.googleusercontent.com/-Lj_ZgyVKgho/Uo2xsrEU6LI/AAAAAAAAA_k/uOwj-qWvao0/w451-h602-no/DSCF0164.JPG,Coach Whistle,"Remake, chartreuse",Coach Whistles,Whistles,Medium Blue,5.9,Hungary,1,Yes,USA,2006,,,"Pez on sides, mouthpiece in front",600,pezdb
https://lh5.googleusercontent.com/-SASKhztuwhU/Uo2xtG88otI/AAAAAAAAA_s/9vM7wpY5WSQ/w451-h602-no/DSCF0165.JPG,Coach Whistle,"Remake, red",Coach Whistles,Whistles,Lavender,4.9,Hungary,1,Yes,USA,2006,,,"Pez on sides, mouthpiece in front",601,pezdb
https://lh3.googleusercontent.com/-ozTPjRPxzoQ/Uo2xtSfdYqI/AAAAAAAAA_w/PluDxXlz3kI/w451-h602-no/DSCF0166.JPG,Coach Whistle,"Remake, light blue",Coach Whistles,Whistles,Red,4.9,Hungary,1,Yes,USA,2006,,,"Pez on sides, mouthpiece in front",602,pezdb
https://lh5.googleusercontent.com/-JnNG0G9Qa98/UouXTGn-CzI/AAAAAAAAAH4/ap4XKjwHAFE/w418-h557-no/DSCF0040.JPG,Clown with Collar,Yellow hat,Clowns,Circus,Red,3.4,Austria,1,No,USA,1961,2013,,"Yellow inner sleeve, red candy button",603,pezdb
https://lh6.googleusercontent.com/-MZX7QqbdvMQ/UoxXF4TQqhI/AAAAAAAAAgM/lnMf-uY1Eo0/w435-h580-no/DSCF0081.JPG,Clown Whistle,,Merry Music Maker,Whistle,Red,4.9,Not Listed,1,Yes,Europe,1980,,,,604,pezdb
https://lh3.googleusercontent.com/-XxjTmoYOmXM/Uo7jSQZsIhI/AAAAAAAABZg/y8O_Pj2CIS8/w451-h602-no/DSCF0125.JPG,Clone Trooper,,Star Wars,Movies,White,5.9,Hungary,1,Yes,USA,2002,,1 Loose (4.9 Slovenia stem),,605,pezdb
https://lh3.googleusercontent.com/-BITrn6mqMPw/UoxV0DOE6XI/AAAAAAAAAWs/VPLfMd9JRxY/w435-h580-no/DSCF0002.JPG,Cloe,,Bratz,Dolls,Magenta,5.9,China,6,Yes,USA,2005,,,,606,pezdb
https://lh3.googleusercontent.com/-TDzWLpX8REU/Uo2w7zdfJKI/AAAAAAAAA5w/nkfJTBBaCoU/w451-h602-no/DSCF0115.JPG,Cinderella,Painted back,Disney Princesses,Disney,Light Blue,5.9,China,6,Yes,USA,2005,,1 MIB Unpainted back; 1 Loose Unpainted back,,607,pezdb
https://lh6.googleusercontent.com/-KfuPoRVE8lY/Uo2xJZzMpBI/AAAAAAAAA7Y/2kQBEkgmf3g/w451-h602-no/DSCF0129.JPG,Cinderella,2013 version,Disney Princesses,Disney,Light Blue,7.5,China,6,Yes,USA,2013,2013,,,608,pezdb
https://lh3.googleusercontent.com/--nnJzvmrvyQ/UovYjpXziKI/AAAAAAAAALg/OFY6Jt1M7Dk/w435-h580-no/DSCF0007.JPG,Chuck E Cheese,,,Promotional,Red,5.9,China,6,Yes,USA,2010,,,,609,pezdb
https://lh6.googleusercontent.com/-WZ-zOb4XR30/Uo2wwh7DbHI/AAAAAAAAA4A/MoCodsrAis8/w451-h602-no/DSCF0100.JPG,Chococat,,Hello Kitty,Japanese,Light Blue,5.9,China,6,Yes,USA,2007,,,,610,pezdb
https://lh3.googleusercontent.com/-fi-0OkVzhuk/UoxWy-9xKhI/AAAAAAAAAeU/vKHGRgfhkvE/w435-h580-no/DSCF0065.JPG,Chicken Little,,Chicken Little,Disney,Green,5.9,China,6,Yes,USA,2006,,,,611,pezdb
https://lh3.googleusercontent.com/-RiJBMRR76F4/UpFc7-LvewI/AAAAAAAACFU/rns9r928NBg/w451-h602-no/DSCF0193.JPG,Chick in Egg E,,Easter,Holiday,Lime Green,5.9,China,6,Yes,USA,2004,,1 Loose (neon green Slovenia 5 stem),,612,pezdb
https://lh6.googleusercontent.com/-rnidGHRtmt8/UpFdFlmLBQI/AAAAAAAACHI/lSvU_bC4Rwg/w451-h602-no/DSCF0207.JPG,Chick in Egg D,Green shell,Easter,Holiday,Medium Blue,4.9,Hungary,1,Yes,,1999,,,,613,pezdb
https://lh3.googleusercontent.com/-_1uQ-avSsvw/UpFdF4jTudI/AAAAAAAACHM/WnilOsyf0TA/w451-h602-no/DSCF0208.JPG,Chick in Egg D,Red shell,Easter,Holiday,Medium Blue,4.9,Hungary,1,Yes,,1999,,1 Loose,,614,pezdb
https://lh6.googleusercontent.com/-5_hvcOPyJB0/UpFdD_vOOwI/AAAAAAAACG0/lDuSLv_2MIE/w451-h602-no/DSCF0205.JPG,Chick in Egg C,Green shell,Easter,Holiday,Medium Blue,4.9,Hungary,1,Yes,,1995,,1 Loose (4.9 Slovenia 5 stem),,615,pezdb
https://lh3.googleusercontent.com/--GoZ_yXWq30/UpFdEkRUhiI/AAAAAAAACG8/qZFNNyG-lWs/w451-h602-no/DSCF0206.JPG,Chick in Egg C,Red shell,Easter,Holiday,Medium Blue,4.9,Hungary,1,Yes,,1995,,1 Loose (4.9 Slovenia 5 stem),,616,pezdb
https://lh4.googleusercontent.com/-nvgB0TsDsMY/UpFdB3EId8I/AAAAAAAACGg/PvVHF3N2ER8/w451-h602-no/DSCF0202.JPG,Chick in Egg B,Red shell,Easter,Holiday,Medium Blue,3.9,Not Listed,5,Thin,,1976,,,"Pez logo sides reversed on stem, red candy button",617,pezdb
https://lh5.googleusercontent.com/-RFfQz_nvaTA/UpFdCXSTimI/AAAAAAAACGk/W3S4UWqET5k/w451-h602-no/DSCF0203.JPG,Chick in Egg B,Green shell,Easter,Holiday,Teal,3.9,Austria,8,Thin,,1976,,,,618,pezdb
https://lh3.googleusercontent.com/-B-VT9v2pp8s/UpFdDDB2GNI/AAAAAAAACGs/cwAF43jKKPE/w451-h602-no/DSCF0204.JPG,Chick in Egg B,Green speckled,Easter,Holiday,Medium Blue,4.9,Czechoslovakia,7,Yes,,1976,,,,619,pezdb
https://lh3.googleusercontent.com/-20OrCNgyktA/UovYiTRoTNI/AAAAAAAAALU/R6RWBznS1f0/w435-h580-no/DSCF0006.JPG,Chick Fil A,Printed stem,,Promotional,White,5.9,China,6,Yes,USA,2008,,,,620,pezdb
https://lh4.googleusercontent.com/-SSwablWsBeo/Uo2vbXIeh5I/AAAAAAAAAtQ/2gED2tAopt8/w451-h602-no/DSCF0013.JPG,Chicago Cubs Baseball,,MLB,Sports,Dark Blue,5.9,China,6,Yes,USA,2008,,,,621,pezdb
https://lh3.googleusercontent.com/-aYtb8tIQFsg/Uo7jCz1GloI/AAAAAAAABYQ/1vDrwFuxuxQ/w451-h602-no/DSCF0116.JPG,Chewbacca,,Star Wars,Movies,Brown,4.9,Slovenia,5,Yes,USA,1997,,,,622,pezdb
https://lh6.googleusercontent.com/-_QlvuTOvFtY/Uo7jdXEr-_I/AAAAAAAABaQ/Yvj2KTZkIBg/w451-h602-no/DSCF0132.JPG,Chewbacca,Remake,Star Wars,Movies,Light Brown,5.9,China,6,Yes,USA,2005,,,,623,pezdb
https://lh5.googleusercontent.com/-BhZf_yIMb7Y/UpFcbeQv1zI/AAAAAAAACAE/lbbTN6CSlbQ/w451-h602-no/DSCF0151.JPG,Chester Arthur,Printed Stem,U.S. Presidents Series V,People,Red,7.5,China,6,Yes,USA,2013,2013,,,624,pezdb
https://lh4.googleusercontent.com/-7yaPD93dj54/UpFbuvpNyJI/AAAAAAAAB4Y/WLtSzl73g2Y/w451-h602-no/DSCF0089.JPG,Chekov,,Star Trek,Television,Black,7.5,China,6,Yes,USA,2008,2008,1 Limited Edition original series set of 8 MIB,,625,pezdb
https://lh6.googleusercontent.com/-waNwV_sYIP4/Uo7hXT3DjHI/AAAAAAAABK8/bAnNuDO6LB4/w451-h602-no/DSCF0008.JPG,Chef Garfield,,Garfield,Cartoons,Neon Orange,4.9,Hungary,1,Yes,USA,1998,,,,626,pezdb
https://lh5.googleusercontent.com/--0mXOwaHXD8/Uo2wZCl8WhI/AAAAAAAAA1A/qUbMsb0378A/w451-h602-no/DSCF0075.JPG,Cheeky Eyelashes,Pink head,Funky Faces,Pez Originals,Yellow,4.9,Hungary,1,Yes,USA,2003,,,,627,pezdb
https://lh4.googleusercontent.com/-ZgqGdUJxqXo/Uo7iyWlRjWI/AAAAAAAABWY/Mo7UwWP_BF0/w451-h602-no/DSCF0101.JPG,Charlie Brown,Remake,Peanuts,Comics,Neon Red,4.9,Slovenia,5,Yes,USA,2000,,,,628,pezdb
https://lh3.googleusercontent.com/-LntBLc9--3c/Uo7i3CehumI/AAAAAAAABXA/R6eLg-x7acI/w451-h602-no/DSCF0107.JPG,Charlie Brown,"Brighter blue, squiggly smile",Peanuts,Comics,Medium Blue,4.9,Slovenia,5,Yes,USA,1990,,,,629,pezdb
https://lh3.googleusercontent.com/-kPCh97f5olU/Uo7i4E6BouI/AAAAAAAABXM/YE7zpfOlxlo/w451-h602-no/DSCF0108.JPG,Charlie Brown,"Dustier blue, squiggly smile",Peanuts,Comics,Medium Blue,4.9,Slovenia,5,Yes,USA,1990,,,Broken feet,630,pezdb
https://lh4.googleusercontent.com/-7sLLRIFTm0Y/UpFbaIUPC_I/AAAAAAAAB1A/CY1ENywx4Ro/w451-h602-no/DSCF0062.JPG,Catwoman,Bust,Justice League,Comics,Black,5.9,China,6,Yes,USA,2012,2012,1 Loose,,631,pezdb
https://lh6.googleusercontent.com/-bjtmeCnRIvw/UpFbb8niVqI/AAAAAAAAB1M/rxkVIKvA6bw/w451-h602-no/DSCF0064.JPG,Catman,,Kiss,People,Olive Green,7.5,China,6,Yes,USA,2012,2012,,,632,pezdb
https://lh6.googleusercontent.com/-CdUb7VXy4Dg/Uo2wnQL842I/AAAAAAAAA2o/iPrwE635Rqg/w451-h602-no/DSCF0089.JPG,Caterpillar,,Bugz,Animals,Neon Pink,4.9,Slovenia,5,Yes,USA,2000,,,,633,pezdb
https://lh3.googleusercontent.com/-sv18DsQY2AA/UovZNRtMQsI/AAAAAAAAARE/vZijGKngBoc/w435-h580-no/DSCF0052.JPG,Carl,,Meet the Robinson's,Disney,Light Blue,5.9,Hungary,1,Yes,USA,2007,,,,634,pezdb
https://lh6.googleusercontent.com/-ItTq6bTlsGw/Uo2vw9cyxAI/AAAAAAAAAwM/3IUpWlyMsmw/w451-h602-no/DSCF0037.JPG,Captain Jack Sparrow,,Pirates of the Carribean,Movies,Red,5.9,China,6,Yes,USA,2008,2008,,,635,pezdb
https://lh3.googleusercontent.com/-ZSb1IPiI8tg/UouXSTGn6xI/AAAAAAAAAH4/iWevdwXtI8g/w418-h557-no/DSCF0039.JPG,Captain America,,Marvel Super Hero,Comics,Medium Blue,5.9,China,6,Yes,USA,2011,,,,636,pezdb
https://lh3.googleusercontent.com/-tz7CNiIkhc8/UoxWT-5FkKI/AAAAAAAAAag/Az5LN5LLKzo/w435-h580-no/DSCF0032.JPG,Candace,,Phineas and Ferb,Disney,Red,7.5,China,6,Yes,USA,2013,2013,,,637,pezdb
https://lh4.googleusercontent.com/-MOpdiEtiNV8/Uo7kLgb8zUI/AAAAAAAABgM/aWqtMX42DUo/w451-h602-no/DSCF0180.JPG,Camel,,Crazy Animals,Animals,Medium Blue,4.9,Hungary,1,Yes,Europe,1999,,,,638,pezdb
https://lh4.googleusercontent.com/-P3wGJrxGb0E/Uo7i_2yPpsI/AAAAAAAABX8/55YP3eyq44E/w451-h602-no/DSCF0114.JPG,C-3PO,,Star Wars,Movies,Gold,4.9,Hungary,1,Yes,USA,1997,,2 Loose (1 on a 5.9 Hungary stem),,639,pezdb
https://lh4.googleusercontent.com/-fehtjx8ko4Q/UoxXYROcoAI/AAAAAAAAAic/gEi1SA6d6Y0/w435-h580-no/DSCF0100.JPG,Buzz Lightyear,,Best of Pixar,Disney,Green,5.9,China,6,Yes,USA,2007,,,,640,pezdb
https://lh4.googleusercontent.com/-WlzjwMSoF54/Uo7hxoOoV0I/AAAAAAAABOE/WmrSNNmqIus/w451-h602-no/DSCF0033.JPG,Buster,,Winnie the Pooh,Disney,Red,5.9,China,6,Yes,USA,2008,,,,641,pezdb
https://lh5.googleusercontent.com/-CEuBb3b_N8s/UpFc9TqPoII/AAAAAAAACFo/hw-jgBgbNfg/w451-h602-no/DSCF0195.JPG,Bunny F,,Easter,Holiday,Lavender,5.9,China,6,Yes,USA,2004,,1 Loose (Slovenia 5 stem),,642,pezdb
https://lh3.googleusercontent.com/-VzDr7Hwj2rw/UouXNRoCzeI/AAAAAAAAAH4/I8tJxGjCLlc/w401-h534-no/DSCF0034.JPG,Bunny E,"Bucktooth Chocolate Bunny, Black Whiskers, White Eyebrows, White Tongue",Easter,Holiday,Pink,5.9,China,6,Yes,USA,2009,,,,643,pezdb
https://lh6.googleusercontent.com/-8ZfBHggwCec/UouXOVTBotI/AAAAAAAAAH4/SzQ6Nk2WLCI/w401-h534-no/DSCF0035.JPG,Bunny E,"Bucktooth Chocolate Bunny, Thin White Wiskers, Two Seperate Buck Teeth",Easter,Holiday,Lime Green,5.9,China,6,Yes,USA,2011,,,,644,pezdb
https://lh6.googleusercontent.com/-TOo4wfCEYB4/UouXPsfA91I/AAAAAAAAAH4/HqBxNal7SSY/w401-h534-no/DSCF0036.JPG,Bunny E,"Bucktooth Chocolate Bunny, Thick White Whiskers, Two Seperate Buck Teeth",Easter,Holiday,Lime Green,5.9,Hungary,1,Yes,USA,2011,,,,645,pezdb
https://lh4.googleusercontent.com/-0l5BYOZP1y4/UpFarCN7i2I/AAAAAAAABtk/0M_6t-HWZwo/w451-h602-no/DSCF0001.JPG,Bunny E,"Bucktooth Chocolate Bunny, Thin White Wiskers, Two Seperate Buck Teeth",Easter,Holiday,Pink,5.9,China,6,Yes,USA,2009,2013,,,646,pezdb
https://lh5.googleusercontent.com/-uKF-GpQ1kPw/UpFc_H88I0I/AAAAAAAACGA/YGNqlx_Qys0/w451-h602-no/DSCF0198.JPG,Bunny E,"White head, black whiskers, pink tongue",Easter,Holiday,Dusty Pink,4.9,Slovenia,5,Yes,USA,1999,,,,647,pezdb
https://lh5.googleusercontent.com/-oHkIk2WtcaY/UpFc9zJBC_I/AAAAAAAACF0/23s6Ur_2ukg/w451-h602-no/DSCF0197.JPG,Bunny D,White head,Easter,Holiday,Pale Pink,4.9,Slovenia,5,Yes,USA,1990,,,,648,pezdb
https://lh5.googleusercontent.com/-q8G6O896MgU/UoxXAwUDD5I/AAAAAAAAAfs/Omikt0nq12g/w435-h580-no/DSCF0077.JPG,Bullet Train,White and medium blue,Shinkansen Trains,Japanese,Light Blue,5.9,Not Listed,6,Yes,Japan,2008,,,,649,pezdb
https://lh4.googleusercontent.com/-WZbOqOxT_CI/UoxXBinTbaI/AAAAAAAAAf0/amxkOtTdTLI/w435-h580-no/DSCF0078.JPG,Bullet Train,Yellow,Shinkansen Trains,Japanese,Light Blue,5.9,Not Listed,6,Yes,Japan,2008,,,,650,pezdb
https://lh4.googleusercontent.com/-tS_JIKT_8PA/UoxXD57OgvI/AAAAAAAAAgA/-iaQPtrtBxk/w435-h580-no/DSCF0079.JPG,Bullet Train,Light blue and white,Shinkansen Trains,Japanese,Light Blue,5.9,Not Listed,6,Yes,Japan,2008,,,,651,pezdb
https://lh6.googleusercontent.com/-9Ry62kHEEIQ/UoxXEcf6IfI/AAAAAAAAAgE/jLNmpMHMJPY/w435-h580-no/DSCF0080.JPG,Bullet Train,Grey and white,Shinkansen Trains,Japanese,Light Blue,5.9,Not Listed,6,Yes,Japan,2008,,,,652,pezdb
https://lh5.googleusercontent.com/-p-C9iDWo0MQ/Uo7jts3pS9I/AAAAAAAABcM/fhSIb6jxovI/w451-h602-no/DSCF0147.JPG,Bugs Bunny Sports,,Looney Tunes,Cartoons,Neon Yellow,4.9,Slovenia,5,Yes,USA,1999,,,,653,pezdb
https://lh5.googleusercontent.com/-14MJBGeEAOM/Uo7jnLTHTpI/AAAAAAAABbg/LI-GdQn6f2Q/w451-h602-no/DSCF0141.JPG,Bugs Bunny Back in Action,Printed stem,Looney Tunes,Cartoons,Green,5.9,Hungary,1,Yes,USA,2004,,,,654,pezdb
https://lh3.googleusercontent.com/-N9Y0S7zO20s/Uo7jtycuKXI/AAAAAAAABcU/Y4LZvRbBaEs/w451-h602-no/DSCF0148.JPG,Bugs Bunny,,Looney Tunes,Cartoons,Yellow,4.9,Hungary,1,Yes,USA,1996,,,,655,pezdb
https://lh3.googleusercontent.com/-70bECX26avQ/Uo2xfDEe8-I/AAAAAAAAA9s/wvcmtmD_NuU/w451-h602-no/DSCF0149.JPG,Bubbleman,"Neon, orange hat",Bubbleman,People,Neon Orange,4.9,Hungary,1,Yes,,1998,,,Never sold in retail stores,656,pezdb
https://lh5.googleusercontent.com/-gJu50AEZ2vs/Uo2xfM-kw9I/AAAAAAAAA9w/m9XgiNEEGCY/w451-h602-no/DSCF0150.JPG,Bubbleman,"Neon, green hat",Bubbleman,People,Neon Green,4.9,Hungary,1,Yes,,1998,,,Never sold in retail stores,657,pezdb
https://lh5.googleusercontent.com/-9WgrWprsKXk/Uo2xhBU4bHI/AAAAAAAAA94/HPFMITPjUC8/w451-h602-no/DSCF0151.JPG,Bubbleman,"Neon, yellow hat",Bubbleman,People,Neon Yellow,4.9,Hungary,1,Yes,,1998,,,Never sold in retail stores,658,pezdb
https://lh3.googleusercontent.com/-LUYXCjC8sSg/Uo2xhyErjQI/AAAAAAAAA-M/UzrADlzShZk/w451-h602-no/DSCF0152.JPG,Bubbleman,"Neon, pink hat",Bubbleman,People,Neon Pink,4.9,Hungary,1,Yes,,1998,,,Never sold in retail stores,659,pezdb
https://lh5.googleusercontent.com/-GzFJYzp8k5E/Uo2xiNkkO4I/AAAAAAAAA-E/dRe1X_uZWGo/w451-h602-no/DSCF0153.JPG,Bubbleman,"Neon, red hat",Bubbleman,People,Neon Red,4.9,Hungary,1,Yes,,1998,,,Never sold in retail stores,660,pezdb
https://lh6.googleusercontent.com/-Ohkq6AFb6ls/UoxXe8qEk1I/AAAAAAAAAjU/2Oa--RUwhoo/w435-h580-no/DSCF0108.JPG,Bruce the Shark,,Finding Nemo,Disney,Aqua,5.9,China,6,Yes,USA,2008,,,,661,pezdb
https://lh4.googleusercontent.com/-NkuUpqcfSKM/UpFatCEfMZI/AAAAAAAABt0/ELbmgfoc9iU/w451-h602-no/DSCF0004.JPG,Bride,"Caucasian, red hair",,People,White,4.9,Slovenia,5,Yes,USA,2001,,2 Loose,,662,pezdb
https://lh6.googleusercontent.com/-3W_PSc3O8ko/UpFat_RGVyI/AAAAAAAABuE/DEExMjVXP80/w451-h602-no/DSCF0006.JPG,Bride,African American,,People,White,5.9,Slovenia,5,Yes,USA,2001,,,,663,pezdb
https://lh5.googleusercontent.com/-9UKPvEipSjs/Uo7h8_OIYfI/AAAAAAAABPs/zDDYpi-lAqs/w451-h602-no/DSCF0046.JPG,Brainy Smurf,Series 2,Smurfs,Cartoons,Neon Orange,4.9,Not Listed,1,Yes,Europe,1997,,,,664,pezdb
https://lh3.googleusercontent.com/-YxUS9Po4Z8U/UovZOyze8BI/AAAAAAAAARc/xVwDeP1emmI/w435-h580-no/DSCF0054.JPG,Bowler Hat Guy,,Meet the Robinson's,Disney,Orange,5.9,China,1,Yes,USA,2007,,,,665,pezdb
https://lh6.googleusercontent.com/-jrzBPKd5Piw/Uo7iLtVWsUI/AAAAAAAABSE/9vNuih31wAQ/w451-h602-no/DSCF0066.JPG,Bouncer Beagle,,Ducktales,Disney,Neon Orange,4.9,Not Listed,1,Yes,Europe,1992,,,,666,pezdb
https://lh6.googleusercontent.com/-9np_E9eNvIw/UoxW-w1MmFI/AAAAAAAAAfc/3yjggxy-YQA/w435-h580-no/DSCF0075.JPG,Boog,,Open Season,Movies,Yellow,5.9,Hungary,1,Yes,USA,2006,,,,667,pezdb
https://lh6.googleusercontent.com/-jiljb0rmC8s/UpFb-lznqAI/AAAAAAAAB7E/urfw8xaaQ6I/w451-h602-no/DSCF0110.JPG,Bofur the Dwarf,Mini,Hobbit,Movies,Tan,7.5,China,6,Yes,USA,2013,2013,1 Loose,,668,pezdb
https://lh6.googleusercontent.com/-mE1SL1LxABM/Uo2vWrWrHbI/AAAAAAAAAso/ELaEaP1xbm8/w451-h602-no/DSCF0007.JPG,Bobby LaBonte,,Nascar Driver Helmets,Sports,Green,5.9,China,6,Yes,USA,2005,,,,669,pezdb
https://lh3.googleusercontent.com/-iAdRM6i3ERU/Uo7jHn-XsmI/AAAAAAAABYs/BjEOztkAQZE/w451-h602-no/DSCF0120.JPG,Boba Fett,,Star Wars,Movies,Grey,4.9,Hungary,1,Yes,USA,1998,,,,670,pezdb
https://lh5.googleusercontent.com/-ziPtvN58riM/Uo7kRyRUCII/AAAAAAAABg8/mIvIzPfAYOs/w451-h602-no/DSCF0187.JPG,Boba Fett,Lighter coloring,Star Wars,Movies,Teal-Grey,7.5,China,6,Yes,USA,2013,2013,,,671,pezdb
https://lh3.googleusercontent.com/-hDl1ZeTrExo/UpFa-oNQ-2I/AAAAAAAABwo/F9_8zWrJv6U/w451-h602-no/DSCF0027.JPG,Bob Parr,"Masked, Printed stem",Incredibles,Disney,Red,5.9,Slovenia,5,Yes,USA,2004,,,,672,pezdb
